,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,id
369,染まるよ,チャットモンチー BEST〜2005-2011〜,Chatmonchy,2005,219880,45,5,1,0.569,0.00639,0.692,1.19e-05,0.0927,-3.197,0.0303,75.02,4,0.32,772gX6ES5xUFl1CiNaaoyE
370,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220734,80,5,1,0.635,0.0134,0.841,0.0,0.0622,-5.379,0.0422,109.021,4,0.424,47Slg6LuqLaX0VodpSCvPt
371,Sucker for You,Sucker for You,Matt Terry,2017-10-13,203680,56,0,1,0.876,0.223,0.649,0.0,0.332,-4.369,0.0691,95.034,4,0.742,5H9H0i7UCmRDCZRHldbmhN
372,健全な朝,健全な社会,yonige,2020-05-20,237733,31,7,1,0.731,0.002,0.41,0.000549,0.127,-11.616,0.033,111.981,4,0.378,1gLbQGYAPDaQ0AIL69e2BE
373,Teeth,13 Reasons Why (Season 3),5 Seconds of Summer,2019-08-23,204887,79,3,0,0.756,0.0508,0.448,3.87e-06,0.11,-2.993,0.0404,139.031,4,0.431,26wLOs3ZuHJa2Ihhx6QIE6
374,リピート,4,TOKYO HEALTH CLUB,2020-04-15,246893,31,11,0,0.775,0.0371,0.654,0.0652,0.0817,-6.47,0.0586,90.985,4,0.443,5MEZXqritQxwAeJah2lrDY
375,あいつら全員同窓会,あいつら全員同窓会,ZUTOMAYO,2021-06-18,254506,63,2,0,0.724,0.453,0.913,0.0,0.052,-2.836,0.118,130.968,4,0.913,2VIK6jaaKghS4QPHr6sAkv
376,解夏,MAGICAL SOUP,WurtS,2021-06-09,182271,42,8,0,0.572,0.00192,0.822,0.00515,0.109,-4.013,0.113,127.99,4,0.95,5TVBeyusMhEhYxUTvXBxvt
377,Cage Birds feat. STUTS,WHITECUBE,Daichi Yamamoto,2021-06-16,234150,0,10,1,0.666,0.118,0.518,2.59e-05,0.0679,-6.583,0.332,66.648,5,0.873,5Xy6YTrrJtzE6hFnk5gRT3
378,魔法のスープ,MAGICAL SOUP,WurtS,2021-06-09,165714,42,4,1,0.524,0.00885,0.918,0.0,0.087,-4.668,0.0459,77.009,4,0.871,4TXhtrrjEmpJgkUTal3fSm
379,8.8,8.8,あたらよ,2021-06-30,353719,33,8,1,0.37,0.00635,0.519,0.0,0.195,-5.286,0.0334,167.802,4,0.212,78igtKiXSTIGqLVr2dHb5k
380,U+,U+,にしな,2021-06-23,155941,42,9,1,0.511,0.277,0.658,0.0,0.347,-6.098,0.0464,202.429,4,0.369,1eWE9MBcX8cqYPXhdf2d38
381,解けない駆け引き,解けない駆け引き,クレナズム,2021-06-30,267621,41,7,1,0.601,0.638,0.69,0.0,0.28,-5.149,0.0357,86.044,4,0.734,3yuxKDzsVEDmuJZklfkOGE
382,名前を呼んで,猫とアレルギー,Kinokoteikoku,2015-11-11,211346,28,5,1,0.65,0.179,0.434,0.00666,0.0715,-8.685,0.0272,80.971,4,0.598,6y40PXbtqeA7XaZpeQoTEE
383,イカレテロ OBRIGARRD REMIX,The Cool Core,Ryofu Karuma,2014-05-09,186746,17,11,0,0.742,0.00251,0.78,0.0,0.0985,-6.028,0.238,111.993,4,0.91,31UBJSwOpJw3zZaAWGzoi8
384,ヤングたかじん,SUPERSALT,Ryofu Karuma,2018-05-09,243997,28,7,1,0.626,0.0409,0.532,0.0851,0.107,-6.076,0.256,179.623,4,0.364,18o7U01pB5j2Qxaas8sou8
385,俺の勝手,The Cool Core,Ryofu Karuma,2014-05-09,221973,37,11,1,0.708,6.81e-05,0.885,0.00826,0.251,-4.499,0.0559,97.03,4,0.692,2yA4JMxbVHBBzMbKmVHH1s
386,天竺,The Cool Core,Ryofu Karuma,2014-05-09,242013,22,6,1,0.414,0.0766,0.792,0.0,0.118,-5.429,0.22,92.992,4,0.962,6BVmFbiUR9642TOqnTwcOY
387,夜のピエロ,夜のピエロ,Ado,2021-06-14,200712,51,3,1,0.663,0.0615,0.819,0.0,0.295,-2.325,0.174,119.951,4,0.658,59bPgyrdKgjWkcjxcYoaox
388,Groovynight,Groovynight,chilldspot,2021-06-11,217834,26,9,0,0.751,0.00677,0.645,0.00185,0.0496,-5.057,0.038,105.019,4,0.768,4ZjrpQakPamIJf9et4HmCZ
389,未確認飛行物体接近中 - 急接近MIX,空からの力,キング・ギドラ,1995-12-10,236893,30,10,0,0.736,0.053,0.616,3.56e-05,0.502,-8.792,0.228,90.02,4,0.432,4afRtMWRidl34zxKskut4o
390,華奢なリップ (feat. ちゃんみな),華奢なリップ (feat. ちゃんみな),Genie High,2021-06-11,268751,50,2,0,0.607,0.0934,0.722,0.0,0.285,-5.067,0.0335,125.061,4,0.499,0wOkiindak4Dx5e4CuylaP
391,踊,踊,Ado,2021-04-27,208271,65,1,1,0.707,0.15,0.965,1.38e-06,0.726,-0.736,0.105,128.003,4,0.777,7z6qHGEKxRtwtYym2epV7l
392,午夜の待ち合わせ,Masked Monkey Awakening,Hello Sleepwalkers,2014-02-19,170640,40,0,1,0.406,0.000891,0.959,0.0,0.327,-3.014,0.0952,94.277,4,0.571,0MGQHJPSWR2e2fj8VTNLYF
393,Having a Headache,Having a Headache,No Buses,2021-06-09,144460,24,8,1,0.612,0.01,0.816,0.332,0.402,-7.796,0.0303,136.016,4,0.537,1QinYnsNApMjbqaciWrhks
394,猿犬蛙馬,猿犬蛙馬,domico,2021-06-09,184540,10,9,1,0.476,0.00204,0.884,0.000813,0.109,-4.844,0.118,135.039,4,0.362,7dgJ1f1PxaFRF4OaNNfDvE
395,晴るる,晴るる,あたらよ,2021-04-28,290241,31,5,1,0.62,0.2,0.749,0.0,0.0736,-2.811,0.0361,107.36,4,0.736,3AfLw9w3RWycN7XOdc4LzZ
396,Zero Eclipse,"""Attack on Titan"" Season 3 Original Soundtrack",Hiroyuki Sawano,2019-08-26,253893,51,7,0,0.637,0.0382,0.756,0.0,0.0508,-4.614,0.0314,134.011,4,0.334,0MemW1DmggDpHBGH4GgiaS
397,Symphonicsuite (Aot) Part2-6th: Thanksat,"""Attack on Titan"" Season 3 Original Soundtrack",Hiroyuki Sawano,2019-08-26,239773,46,2,0,0.195,0.429,0.178,0.925,0.0885,-11.356,0.0331,75.227,4,0.0545,1ug41NniaCmW7Y2Lm8k1SY
398,You See Big Girl / T:T,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",Hiroyuki Sawano,2017-06-07,359346,62,7,0,0.186,0.00756,0.679,0.884,0.128,-7.884,0.0441,86.867,4,0.227,4dHOnPucB5VBYq3gjRtYy9
399,Call of Silence,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",Hiroyuki Sawano,2017-06-07,178213,59,6,0,0.504,0.642,0.38,0.857,0.0697,-11.826,0.037,123.911,4,0.0535,7k1HoUdskuBhyWvm7hPctM
400,みんなちがって、みんないい。,INDIES COMPLETE,Creepy Nuts,2018-07-25,228681,42,1,1,0.7,0.18,0.943,0.0,0.345,-4.87,0.167,124.028,4,0.799,65xEfMeAKLNvDASIIabAYc
401,RGTO,The Arrival,AKLO,2014-09-03,208821,49,9,1,0.794,0.259,0.77,0.0,0.172,-4.836,0.0813,102.053,4,0.692,3YKO2zq8k2OSf0T47cxbJV
402,BLACK BOX,BLACK BOX,JUSWANNA,2009,276586,0,2,0,0.719,0.0145,0.757,0.0,0.366,-6.862,0.235,90.688,4,0.812,0bzxcbCW7XxHEaPIwUy1IM
403,Gangsta Walk,Gangsta Walk,ID,2021-03-31,232000,16,1,1,0.642,0.0517,0.812,0.0,0.12,-6.954,0.21,119.978,4,0.341,5Oqiyl1SEs5dv96TdZiHTI
404,わかってねえな,春日部鮫,Sukun,2015-11-04,222471,14,11,1,0.803,0.188,0.851,0.0,0.212,-5.563,0.227,87.888,4,0.527,6NoC2KH68WaziJ0HqGeRwQ
405,Overall,Overall,KEN THE 390,2021-02-17,226028,20,1,0,0.687,0.0111,0.901,0.0,0.198,-4.863,0.116,104.971,4,0.491,6x1NYo4VVmyXlywhrSWTqi
406,Call Of Justice,五月雨の君に,KEN THE 390,2017-05-17,386000,20,0,1,0.748,0.03,0.964,0.0,0.372,-3.999,0.188,105.998,4,0.625,4hiwC76UG9CHM8gfD8QLz9
407,真っ向勝負,真っ向勝負,KEN THE 390,2016-02-10,342656,32,11,0,0.776,0.124,0.954,0.0,0.329,-2.52,0.271,93.03,4,0.547,0vYBGhgkaKufRSSzd1foYj
408,トウキョウジャズ,LIFE IS WONDER,TAKUMAKI,2017-04-12,222306,0,8,0,0.588,0.557,0.732,0.0,0.57,-5.184,0.171,101.971,4,0.951,0YTm5nxFgFzlsARQNfwaO9
409,Go Way,LA LA PALOOZA,Typewriter,2017-02-15,177434,23,9,1,0.608,0.21,0.956,0.0,0.495,-2.542,0.182,99.965,4,0.644,3EE42wgrlApYbmP4fxomTb
410,街風,"3rd High ""起死回生"" (mixed by DJ BULLSET)",Jin Dogg,2020-11-30,177781,47,8,1,0.55,0.00531,0.728,0.0,0.207,-5.356,0.235,87.312,4,0.509,6o9ctuGtheR6LjWEcKDXS6
411,Blue,COSMOS,PETZ,2019-09-25,190387,22,0,1,0.627,0.158,0.717,0.0,0.0865,-4.775,0.0641,148.983,4,0.504,4Ys5xsWaJRcSpgi1pmRrnP
412,ピーナッツバターシークレット (feat. CLR),ピーナッツバターシークレット (feat. CLR),美的計画,2021-05-21,213411,25,8,1,0.738,0.0449,0.731,3.65e-06,0.365,-4.263,0.0345,139.987,4,0.736,0pzFQm7tn5iGUueZBJF5oj
413,阿婆擦れ,よふかしのうた,Creepy Nuts,2019-08-07,278066,29,10,0,0.64,0.1,0.882,0.0,0.295,-2.878,0.267,97.266,4,0.692,2vxYKyah23iXGwUCN04Sle
414,たりないふたり,INDIES COMPLETE,Creepy Nuts,2018-07-25,227090,49,9,0,0.73,0.351,0.943,0.0,0.279,-2.669,0.102,128.989,4,0.92,7rBX3n3ujjbmF4jIKIRq0U
415,どっち,INDIES COMPLETE,Creepy Nuts,2018-07-25,297373,31,8,0,0.619,0.106,0.914,0.0,0.273,-5.317,0.298,122.572,4,0.739,5TRPqhoE0Z7QT0Wduc96TT
416,刹那,INDIES COMPLETE,Creepy Nuts,2018-07-25,293813,42,7,1,0.568,0.138,0.919,0.00341,0.208,-4.26,0.103,95.075,4,0.447,7pWWCnhqvYId1gScZRddq5
417,中学12年生,INDIES COMPLETE,Creepy Nuts,2018-07-25,204816,43,11,0,0.858,0.0626,0.869,1e-06,0.0517,-5.336,0.312,132.876,4,0.767,4rnuD5p6yS7j0xwRNtJEmC
418,かいこ,クリープ・ショー,Creepy Nuts,2018-04-11,251613,43,10,0,0.639,0.0886,0.918,0.0,0.131,-3.204,0.0747,132.859,4,0.663,4D77oQdWDKJxNsiSP4AVBZ
419,助演男優賞,クリープ・ショー,Creepy Nuts,2018-04-11,239293,0,6,0,0.688,0.04,0.902,0.0,0.369,-3.91,0.247,145.081,4,0.855,0Lcad6YHhESdn5ssFCrAmz
420,ぬえの鳴く夜は,クリープ・ショー,Creepy Nuts,2018-04-11,234973,44,6,0,0.488,0.00715,0.979,0.0,0.186,-0.866,0.0925,104.975,4,0.715,4ly2Ifqba9OWCxEvJGVYt1
421,紙様,クリープ・ショー,Creepy Nuts,2018-04-11,199626,45,7,1,0.677,0.2,0.976,0.0,0.252,-2.902,0.138,136.922,4,0.744,5H6HtYNOkR1TEThh1LAyuf
422,Dr.フランケンシュタイン,かつて天才だった俺たちへ,Creepy Nuts,2020-08-26,152546,44,7,1,0.7,0.0502,0.493,0.0,0.138,-7.768,0.0343,148.101,4,0.449,3LFPXQqUxnQySnJkJX4Sco
423,蜂と蝶,The positive gravity -案とヒント,SOUL SCREAM,1999-04-28,251733,0,1,0,0.785,0.205,0.851,0.0,0.101,-8.418,0.172,93.308,4,0.681,10TTlfjJCdNniN0v7ycmBi
424,AREA AREA,ROLLIN'045,OZROSAURUS,2001,293333,0,5,1,0.807,0.349,0.766,0.0,0.145,-3.559,0.207,95.037,4,0.837,0gARZIS9Sd9ip0G5RZohyO
425,最ッ低のMC,HANNYA,Hannya,2009-06-24,237586,36,1,0,0.759,0.0133,0.88,0.0,0.101,-4.462,0.205,89.952,4,0.816,5m7KqJtoqyIpt5ZOn1O9Z4
426,ホントのコト,ドクタートーキョー,Hannya,2008-07-23,166906,31,1,1,0.855,0.187,0.798,0.0,0.0994,-4.021,0.306,103.138,4,0.797,1XlXKwivoWpH354VAYsqzR
427,Hip Hop Is Dead,Hip Hop Is Dead (Expanded Edition),Nas,2007-01-23,225560,48,0,0,0.762,0.0145,0.741,0.0,0.227,-5.771,0.212,110.851,4,0.607,5z37OkOEzss0a6F5bxjlkS
428,WHORU?,8,Awich,2017-08-01,182528,17,11,0,0.609,0.0612,0.861,0.0,0.346,-3.79,0.234,178.016,4,0.479,05QDg3p3M8grWhjjXyGMEo
429,グルグル,ユラレル,みゆな,2019-09-18,260320,34,2,0,0.687,0.104,0.569,9.15e-06,0.11,-5.699,0.0454,91.019,4,0.333,4pzzaaaTIajfI2MmCgMiP8
430,ボイル,sakanaction,sakanaction,2013-03-13,208957,36,9,1,0.506,0.261,0.517,0.000176,0.0747,-9.398,0.0303,146.065,3,0.467,4T4GgAMPxmjwfUusm2Mh36
431,暴露,暴露,tricot,2021-05-05,212706,22,2,1,0.29,0.000977,0.92,0.000388,0.0695,-2.68,0.0615,158.317,4,0.578,1HB2Q2nO5MHMHVzotjdNAo
432,分かってないよ,分かってないよ,WurtS,2021-05-05,209037,57,2,1,0.429,0.000219,0.919,0.000143,0.347,-4.087,0.0681,149.971,4,0.527,5wosJVYKzl3g7XElM98m23
433,1994,1994,w.o.d.,2019-09-11,200440,0,9,1,0.351,0.000172,0.98,2.95e-05,0.0759,-0.437,0.0887,100.794,4,0.0821,7DMF6hxLIfx6oa945fKUt7
434,flos,Quartia,R Sound Design,2018-10-03,274576,45,1,0,0.617,0.308,0.749,0.0,0.0719,-2.652,0.0518,118.031,4,0.757,0qEvefkCUltXldv8EPOSDV
435,マイハートハードピンチ,シンクロニシティーン,Soutaiseiriron,2010-04-10,189306,46,11,0,0.802,0.118,0.73,4.6e-06,0.059,-7.005,0.0334,127.861,4,0.881,3qKA5OxfyYfE0gJtuKLzC0
436,veil,porte,須田景凪,2019-08-21,209636,63,0,0,0.559,0.0281,0.873,0.0,0.185,-4.401,0.0543,150.055,4,0.797,1dGF5ymTyBB2ZmOypkeU1F
437,透明だった世界,Documentary,Motohiro Hata,2010-10-06,232360,61,0,1,0.373,0.076,0.914,0.0,0.669,-4.185,0.0565,168.21,4,0.56,3ILmwMefYZoQh5Cf5jeuUQ
438,嘘,hikari,SID,2009-07-01,205973,60,11,0,0.438,0.0118,0.939,0.0,0.212,-3.545,0.0586,179.853,4,0.842,0ODOmKxO0CKv4DzoP3HHIC
439,地底人,資本主義の椅子,WurtS,2021-04-30,163607,39,10,1,0.447,0.000839,0.566,0.0968,0.452,-13.98,0.0347,160.026,4,0.796,6n6QnyCzl8heJ2PFn11kQw
440,Talking Box,檸檬の日々,WurtS,2021-03-17,141933,60,8,1,0.787,0.00477,0.718,0.00107,0.0895,-6.17,0.0395,140.002,4,0.47,7fru0rxutpi08K7Q112saF
441,僕の個人主義,檸檬の日々,WurtS,2021-03-17,140689,45,8,0,0.328,0.000454,0.983,8.74e-06,0.878,-3.061,0.132,89.806,4,0.406,6pMaLW2Vty6bxfsm4G7rT6
442,ギラギラ,ギラギラ,Ado,2021-02-14,276213,61,2,1,0.651,0.052,0.861,0.0,0.0878,-4.128,0.0568,96.014,4,0.731,7D7GCO3CtDT1WDcj2W5VDV
443,檸檬の日々,檸檬の日々,WurtS,2021-03-17,157318,43,7,1,0.656,0.0394,0.717,2.45e-06,0.0397,-3.325,0.113,147.988,4,0.967,6x4hzdwec6PkghdhL5VYQ9
444,10月無口な君を忘れる,10月無口な君を忘れる,あたらよ,2021-03-24,332285,55,5,1,0.262,0.0429,0.47,0.0,0.236,-4.663,0.0433,75.096,4,0.307,006u4CXVO2cusq08RrMElQ
445,We Will Drive Next,We Will Drive Next,Doul,2021-04-21,194560,10,9,0,0.523,0.541,0.648,0.0,0.123,-5.242,0.0773,76.076,4,0.298,4ZGeSlU7vxDNWTcZNT1QPw
446,Wonderful,Wonderful,CHAMELEON LIME WHOOPIEPIE,2021-04-21,207750,9,2,1,0.75,0.485,0.556,0.0014,0.15,-9.163,0.0645,80.007,4,0.883,7x4RmtZxcyfcpNM0Xmn1IP
447,social phobia,social phobia,(sic)boy,2021-04-21,182307,35,0,0,0.442,0.00804,0.744,1.32e-06,0.0823,-4.38,0.208,182.212,4,0.563,3ojEmoTdSjwrh6YEshRrC8
448,ここで息をして,ここで息をして,eill,2021-04-09,216672,46,8,1,0.671,0.0639,0.76,0.0,0.124,-2.852,0.057,107.007,4,0.796,1P1PgGMrzIVMju7TOqMGBy
449,縁,縁,Higuchi Ai,2021-04-16,220633,27,7,1,0.639,0.535,0.677,1.15e-06,0.132,-4.502,0.0355,108.024,4,0.612,6bK5KKKKs6emkFtEgor9Qf
450,どうかそのまま,一声讃歌,Higuchi Ai,2019-09-25,307566,17,4,1,0.463,0.0301,0.551,0.0,0.0816,-5.06,0.029,149.981,4,0.398,3dzvCLlAikwjoh2A23KhA0
451,未来世紀日本,アンダーグラウンド VS アマチュア / 未来世紀日本,THA BLUE HERB,1999-01-01,520533,20,1,1,0.703,0.172,0.883,0.000351,0.129,-3.364,0.0622,91.049,4,0.714,3vXcVu7c1ehqWbMFzmtNYx
452,またたき,またたき,Awesome City Club,2021-04-21,276166,38,6,0,0.536,0.13,0.468,0.0,0.39,-6.205,0.03,85.967,4,0.397,613lW14ZKSypvRz01epjdU
453,大迷惑星。,大迷惑星。,Nakimushi,2019-09-15,289008,44,7,1,0.583,0.0562,0.364,0.0,0.336,-8.164,0.0267,139.935,4,0.352,1kBl1qiP0hayAeMjHIjh5P
454,名前のない怪物 -TV Edit- <DAY version>,名前のない怪物 -TV Edit- <DAY version>,EGOIST,2012-12-05,90260,27,10,1,0.354,0.000614,0.869,0.000801,0.389,-6.496,0.24,179.982,4,0.339,4lhRGkiHL6opuapwlpMUlV
455,HEADSHOT pt.2,HEADSHOT pt.2,梅田サイファー,2021-01-02,310097,37,11,1,0.853,0.184,0.811,0.0,0.0676,-4.553,0.288,100.05,4,0.77,5j5J1JUp3i4xHh0wRNJOGl
456,知らざあ言って聞かせやSHOW,知らざあ言って聞かせやSHOW,TOKONA-X,2013-10-23,185933,46,9,0,0.676,0.215,0.896,0.0,0.301,-1.064,0.0994,110.516,4,0.537,09GquNGyLAXDoQKARW1DqK
457,Stay Gold,HEART STATION,Hikaru Utada,2008-03-19,314706,47,7,1,0.593,0.694,0.817,0.00514,0.0976,-5.817,0.0317,89.995,4,0.794,2ozC6o92iolXQI6aZptmBp
458,マジでハイ,Never Get Old,Various Artists,2019-01-23,370589,43,7,1,0.876,0.24,0.895,0.0,0.0487,-5.442,0.28,101.012,4,0.633,5iOiz9rTZgEeoVmLctfVQt
459,Fly Me To The Moon (In Other Words) - 2007 MIX [2021 Remastered],One Last Kiss,Hikaru Utada,2021-03-09,206760,0,0,1,0.591,0.564,0.56,0.0,0.121,-5.968,0.0338,89.975,4,0.545,2zV1Yl4jhpRwaKYejQoEnX
460,真白,odds and ends,にしな,2021-04-07,249423,44,4,0,0.492,0.00142,0.903,0.0,0.314,-5.018,0.0353,98.005,4,0.622,56BgcC7pRHWuHtLJhYrpKA
461,秘密基地,odds and ends,にしな,2021-04-07,119338,34,7,1,0.723,0.907,0.282,7.29e-06,0.0954,-8.889,0.0362,105.879,4,0.612,50vP5AU72MP2bplqO08W37
462,centi,odds and ends,にしな,2021-04-07,243817,36,5,0,0.694,0.268,0.54,1.1e-05,0.104,-8.193,0.03,98.0,4,0.525,1AorwUT6M2SKheXVdTlm1m
463,ケダモノのフレンズ,odds and ends,にしな,2021-04-07,217048,52,7,1,0.763,0.243,0.663,3.61e-05,0.0733,-5.668,0.033,96.002,4,0.681,6WUytTGUVFHTVGOqty1UPs
464,透明な黒と鉄分のある赤,odds and ends,にしな,2021-04-07,226390,40,6,0,0.589,0.0127,0.608,0.0,0.346,-5.756,0.0296,126.952,4,0.404,5qeNKKzm2GAA4bkTlUdg8T
465,天使と悪魔,the World,Regal Lily,2021-04-07,250280,19,7,1,0.568,0.0109,0.839,0.000351,0.28,-4.682,0.0317,132.876,4,0.837,3XjhEej84uvJXuRJ8Y69vU
466,本当は夜の端まで、,本当は夜の端まで、,MAISONdes,2021-03-31,189911,42,1,1,0.664,0.0551,0.759,9.36e-06,0.1,-5.142,0.077,95.06,4,0.698,5HzPe3IJG69yFTUfsgNWL2
467,KISSのたびギュッとグッと,KISSのたびギュッとグッと,美的計画,2019-08-09,177609,24,8,1,0.512,0.0389,0.39,0.0696,0.0908,-6.759,0.0286,73.622,4,0.271,6znomopfFXMSZScreEyw5H
468,ヘビースモーク,ヘビースモーク,にしな,2021-03-31,302142,50,10,1,0.419,0.00362,0.637,0.00049,0.286,-4.537,0.0311,138.045,4,0.487,6SZxiOImowwY2pcYjnrf8n
469,flight,the youth night,chilldspot,2020-11-25,259196,29,8,1,0.72,0.175,0.43,0.000422,0.135,-9.814,0.0334,89.958,4,0.578,0nvx05bFBJTKsYEDjYvAxk
470,Monster,Monster,chilldspot,2021-03-19,188603,25,8,0,0.718,0.0936,0.632,0.000535,0.066,-8.701,0.0621,99.979,4,0.741,3jM553xjXFg4d5WZjszanB
471,OutSide -Scratched by 呼煙魔-,ANTITHESIS,MOL53,2016-11-30,173613,14,9,0,0.767,0.49,0.703,0.0,0.375,-9.837,0.291,89.001,4,0.841,70j2Fs4XMpCFpZtJgdl47M
472,メシア,GLORIA QUALIA,Lyu:Lyu,2014-05-07,349293,0,3,1,0.551,0.169,0.586,0.0,0.0392,-4.823,0.0723,169.849,4,0.726,4ajpqWTueH1j9q2YkKMU1F
473,我愛你,生活のニュース,Cody・Lee(李),2020-12-16,296119,51,8,0,0.52,0.0255,0.657,0.000467,0.0567,-4.272,0.139,130.013,4,0.826,7jXoUqjqJVQGHDBs9ZGy08
474,バスロマンス,BEST MONCHY 1 -Listening-,Chatmonchy,2018-10-31,301613,15,2,1,0.697,0.000872,0.638,0.00727,0.277,-4.148,0.0358,112.963,4,0.88,1tBskanPCttzOX1HRpfvwg
475,爆撃機,爆撃機,(sic)boy,2021-03-31,157354,35,1,1,0.35,0.0191,0.921,0.0,0.246,-2.295,0.333,100.752,4,0.87,3y4jIWFoIzmu7mPE0Q3llR
476,天国,the World,Regal Lily,2021-04-07,186653,19,2,0,0.48,0.000195,0.911,0.000663,0.126,-3.994,0.0344,97.466,4,0.687,22FQTCb4A1TPYDiWXD9GNa
477,地獄,the World,Regal Lily,2021-04-07,156533,16,7,1,0.354,0.000138,0.95,0.026,0.188,-4.471,0.0607,139.217,4,0.554,06nSPZxy6AKUPubkiforXt
478,A LOVESONG FOR KYOTO,A LOVESONG FOR KYOTO,SHOW-GO,2020-12-26,120000,26,11,0,0.698,0.0552,0.502,0.588,0.0926,-11.63,0.0388,131.996,4,0.311,3yzIjuGx8WcP2WPsptKnyV
479,黒鳥山公園,take,reGretGirl,2018-10-17,290226,35,3,1,0.476,0.0358,0.811,0.0,0.16,-2.128,0.0341,155.862,4,0.535,4dn0TJt9WIYGSytQV1EWOc
480,ピアス,take,reGretGirl,2018-10-17,213346,38,8,1,0.576,0.0163,0.938,0.0,0.0831,-1.929,0.031,98.997,4,0.826,5S4NIkq8S2XOYCdriQKeJx
481,Beautiful World - Da Capo Version,One Last Kiss,Hikaru Utada,2021-03-09,358920,46,8,0,0.513,0.718,0.419,0.0,0.1,-11.331,0.0552,113.931,4,0.315,611Za6hN3gmZiIrN5fxuzq
482,Shunari,take,reGretGirl,2018-10-17,250760,48,4,1,0.674,0.0509,0.86,0.0,0.133,-1.628,0.038,132.108,4,0.905,2o9V2JhIgk6w27IIuqWyYh
483,Mela!,Mela!,Ryokuoushoku Shakai,2020-04-13,242066,73,8,1,0.619,0.0439,0.941,1.73e-05,0.318,-1.618,0.0584,137.967,4,0.624,6IO5nn84TKArsi3cjpIqaD
484,Sleeping on the bedroom floor,Sleeping on the bedroom floor,the engy,2021-02-17,222506,14,10,0,0.697,0.0192,0.816,0.0,0.261,-3.866,0.0524,115.004,4,0.662,5NYf2DFX3ExBO56uhCdxAU
485,酔生夢死,酔生夢死,クレナズム,2021-03-24,186221,32,10,1,0.424,0.0126,0.844,0.00128,0.0828,-4.326,0.0433,166.064,4,0.327,7ugTP9c2Wo1HtrjuxB0w3k
486,林檎の花束,bedtime story,Regal Lily,2020-02-05,253706,18,8,1,0.634,0.00616,0.526,0.000162,0.0987,-6.467,0.0332,138.037,4,0.759,6Xlsf0RO0W902qdlmfgLBP
487,ラッキー,ラッキー,Hitsujibungaku,2021-03-17,157907,27,9,1,0.57,0.366,0.712,0.00462,0.219,-4.365,0.0401,129.934,4,0.492,5hNHGRXOhyHlUjk2WYHvBm
488,笑顔,anly one,Anly,2017-04-26,276333,36,8,1,0.632,0.613,0.666,0.0,0.116,-6.746,0.0311,80.987,4,0.519,58eaiQWDZmXmfMWxnrSBLq
489,ホワイトアウト,my,reGretGirl,2017-12-13,211706,55,2,1,0.452,0.0217,0.955,0.0,0.0886,-2.012,0.0666,187.046,4,0.816,6ueqIFxAqxPnFdZXKNPSrr
490,色水,thirsty,Oisicle Melonpan,2016-12-07,216629,46,6,0,0.591,0.0114,0.764,0.00246,0.186,-9.697,0.0284,106.287,4,0.959,5DCjOoHUncK7jauiGVLIrf
491,デイドリーム,my,reGretGirl,2017-12-13,268586,53,7,1,0.467,0.291,0.903,0.0,0.0831,-1.841,0.0478,160.123,4,0.483,7bULwkgRO7FHaXHHJbvzI8
492,大東京万博,大東京万博,Tempalay,2020-02-26,302363,0,1,1,0.517,0.426,0.697,0.592,0.356,-6.621,0.0406,94.011,4,0.672,2xhKi0ojslAxsuPdG2uvA6
493,副流煙,透明なのか黒なのか,AKAIKO-EN,2012-02-10,298253,12,2,0,0.499,0.152,0.764,0.165,0.435,-6.335,0.0579,124.856,3,0.135,6d8x2ax5AIsM74yk2L3udp
494,pray,オレンジ / pray,AKAIKO-EN,2020-11-25,190320,35,10,1,0.521,0.102,0.584,0.0,0.15,-3.52,0.0313,139.953,4,0.356,5s9ZTyaMuzOyXDrJKsdytM
495,Highway Cabriolet,消えない - EP,AKAIKO-EN,2019-10-23,278080,40,2,1,0.598,0.00699,0.73,0.0,0.0534,-5.087,0.0407,129.964,4,0.461,1ekckewrmWbBeAB3KpBOnq
496,恋のこと,恋のこと / 文読む私,美的計画,2020-06-12,242324,20,5,1,0.563,0.0213,0.604,2.3e-06,0.321,-5.226,0.0273,78.012,4,0.588,1P9eNiHfuHyC1zZ1UiuLnO
497,文読む私 (feat. 謎女),恋のこと / 文読む私,美的計画,2020-06-12,179567,22,6,1,0.66,0.0106,0.825,2.06e-05,0.228,-4.572,0.0441,122.001,4,0.771,377HTF6UBplScAoOXhP6y0
498,瞳に吸い込まれてしまう (feat. 謎女),瞳に吸い込まれてしまう (feat. 謎女),美的計画,2020-03-27,194968,25,8,0,0.681,0.447,0.702,0.0425,0.336,-5.956,0.0328,139.989,4,0.902,25WX5WtGYnEu9qgnAMX2md
499,Naked Alone,Naked Alone,L Devine,2019-05-17,217565,0,7,1,0.9,0.0291,0.527,0.000536,0.31,-5.445,0.0449,104.978,4,0.702,2C1V8JFnm2OqZVkHhNu4qe
500,板の上の魔物,板の上の魔物,Creepy Nuts,2019-07-28,299266,50,7,1,0.549,0.000443,0.956,0.0,0.414,-2.896,0.192,170.212,4,0.838,4vSoV24U3qypGckTq3CNfk
